name,year,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Hyundai Verna SX Diesel,2011,72000,Diesel,Dealer,Manual,Third Owner,14,Hyundai,5142.857142857143
Honda WR-V i-DTEC VX,2017,30000,Diesel,Individual,Manual,First Owner,8,Honda,3750.0
Maruti Zen LX,1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,26,Maruti,2692.3076923076924
Chevrolet Beat Diesel LT,2011,56000,Diesel,Dealer,Manual,Second Owner,14,Chevrolet,4000.0
Datsun GO Plus A,2015,45000,Petrol,Individual,Manual,Second Owner,10,Datsun,4500.0
Maruti Baleno Zeta 1.3,2016,72000,Diesel,Individual,Manual,First Owner,9,Maruti,8000.0
Toyota Fortuner 2.7 2WD AT,2016,70000,Petrol,Individual,Automatic,Second Owner,9,Toyota,7777.777777777777
Hyundai Verna 1.6 SX VTVT,2014,100000,Petrol,Individual,Manual,First Owner,11,Hyundai,9090.90909090909
Mahindra XUV500 W6 2WD,2014,82000,Diesel,Individual,Manual,First Owner,11,Mahindra,7454.545454545455
Maruti Ertiga SHVS VDI,2017,60000,Diesel,Individual,Manual,Second Owner,8,Maruti,7500.0
Maruti Swift Dzire ZXI,2013,60000,Petrol,Individual,Manual,Second Owner,12,Maruti,5000.0
Tata New Safari DICOR 2.2 EX 4x2,2012,140000,Diesel,Individual,Manual,Second Owner,13,Tata,10769.23076923077
Maruti Alto K10 2010-2014 VXI,2011,40000,Petrol,Individual,Manual,First Owner,14,Maruti,2857.1428571428573
Chevrolet Aveo U-VA 1.2 LS,2009,80000,Petrol,Individual,Manual,Second Owner,16,Chevrolet,5000.0
Maruti Swift Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,8,Maruti,5813.375
Hyundai EON Era Plus,2014,30000,Petrol,Individual,Manual,First Owner,11,Hyundai,2727.2727272727275
Honda Mobilio V i DTEC,2014,150000,Diesel,Individual,Manual,First Owner,11,Honda,13636.363636363636
Tata Manza Aura (ABS) Safire BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,15,Tata,3333.3333333333335
Honda Amaze S i-Dtech,2013,127884,Diesel,Dealer,Manual,First Owner,12,Honda,10657.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,Diesel,Individual,Manual,Third Owner,19,Toyota,21052.63157894737
Hyundai Creta 1.6 VTVT S,2015,25000,Petrol,Individual,Manual,First Owner,10,Hyundai,2500.0
Maruti Celerio VXI AT,2017,32670,Petrol,Dealer,Automatic,First Owner,8,Maruti,4083.75
Maruti Swift Vdi BSIII,2008,120000,Diesel,Individual,Manual,Third Owner,17,Maruti,7058.823529411765
Honda Amaze S Diesel,2015,60000,Diesel,Dealer,Manual,First Owner,10,Honda,6000.0
Mahindra XUV500 W6 2WD,2013,72104,Diesel,Dealer,Manual,Second Owner,12,Mahindra,6008.666666666667
Honda City 1.5 EXI,2004,110000,Petrol,Individual,Manual,Third Owner,21,Honda,5238.0952380952385
Hyundai Verna 1.6 VTVT AT S Option,2016,80000,Petrol,Individual,Automatic,First Owner,9,Hyundai,8888.888888888889
Mercedes-Benz E-Class E250 CDI Elegance,2011,49600,Diesel,Dealer,Automatic,First Owner,14,Mercedes-Benz,3542.8571428571427
Hyundai EON Magna Plus,2012,60000,Petrol,Individual,Manual,First Owner,13,Hyundai,4615.384615384615
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,14272,Petrol,Dealer,Manual,First Owner,10,Ford,1427.2
Hyundai Grand i10 AT Asta,2015,63063,Petrol,Dealer,Automatic,First Owner,10,Hyundai,6306.3
Hyundai i20 Magna Optional 1.4 CRDi,2012,80000,Diesel,Individual,Manual,First Owner,13,Hyundai,6153.846153846154
Mahindra Scorpio EX,2013,110000,Diesel,Individual,Manual,First Owner,12,Mahindra,9166.666666666666
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,40000,Diesel,Individual,Manual,First Owner,10,Mahindra,4000.0
Tata Tigor 1.2 Revotron XZ Option,2017,17563,Petrol,Individual,Manual,First Owner,8,Tata,2195.375
Renault Duster 85PS Diesel RxL Plus,2013,62668,Diesel,Dealer,Manual,First Owner,12,Renault,5222.333333333333
Maruti Swift VXI,2019,51000,Petrol,Individual,Manual,First Owner,6,Maruti,8500.0
Hyundai Santro Xing XL eRLX Euro III,2005,47000,Petrol,Individual,Manual,First Owner,20,Hyundai,2350.0
Maruti Ertiga SHVS VDI,2016,70000,Diesel,Individual,Manual,Second Owner,9,Maruti,7777.777777777777
Nissan Terrano XL 85 PS,2016,100000,Diesel,Individual,Manual,Second Owner,9,Nissan,11111.111111111111
Maruti Swift VXI,2019,5000,Petrol,Individual,Manual,First Owner,6,Maruti,833.3333333333334
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,44000,Diesel,Dealer,Manual,First Owner,8,Hyundai,5500.0
Maruti Ritz VDi,2014,115000,Diesel,Individual,Manual,First Owner,11,Maruti,10454.545454545454
Maruti Swift ZDi,2014,38406,Diesel,Dealer,Manual,First Owner,11,Maruti,3491.4545454545455
Mahindra XUV500 W10 AWD,2015,70000,Diesel,Individual,Manual,First Owner,10,Mahindra,7000.0
Mahindra Scorpio 2.6 CRDe,2005,221000,Diesel,Individual,Manual,Third Owner,20,Mahindra,11050.0
Chevrolet Aveo 1.4,2007,70000,Petrol,Individual,Manual,Second Owner,18,Chevrolet,3888.8888888888887
Renault Lodgy 85PS RxL,2017,60000,Diesel,Individual,Manual,First Owner,8,Renault,7500.0
Hyundai i20 Asta Option 1.4 CRDi,2016,50000,Diesel,Individual,Manual,Second Owner,9,Hyundai,5555.555555555556
Maruti Ertiga SHVS VDI,2015,55000,Diesel,Dealer,Manual,First Owner,10,Maruti,5500.0
Hyundai Elantra CRDi (Leather Option),2006,120000,Diesel,Individual,Manual,Third Owner,19,Hyundai,6315.789473684211
Renault Triber RXT BSIV,2019,10300,Petrol,Individual,Manual,First Owner,6,Renault,1716.6666666666667
Hyundai Verna CRDi,2007,100000,Diesel,Individual,Manual,Fourth & Above Owner,18,Hyundai,5555.555555555556
Maruti Swift Dzire LDI,2019,5000,Diesel,Individual,Manual,First Owner,6,Maruti,833.3333333333334
Hyundai Santro Xing GL,2008,67000,Petrol,Individual,Manual,First Owner,17,Hyundai,3941.176470588235
Honda City 1.5 S MT,2011,70000,Petrol,Individual,Manual,Second Owner,14,Honda,5000.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,35000,Petrol,Individual,Manual,First Owner,7,Ford,5000.0
Fiat Punto 1.3 Active,2010,80000,Diesel,Individual,Manual,Second Owner,15,Fiat,5333.333333333333
Renault Lodgy Stepway 85PS RXZ 8S,2017,40000,Diesel,Individual,Manual,First Owner,8,Renault,5000.0
Maruti Alto K10 VXI AGS,2017,27289,Petrol,Dealer,Automatic,First Owner,8,Maruti,3411.125
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,Diesel,Individual,Manual,Second Owner,15,Tata,16666.666666666668
Maruti Alto LX,2006,90000,Petrol,Individual,Manual,Second Owner,19,Maruti,4736.8421052631575
Chevrolet Optra Magnum 2.0 LS BSIII,2012,120000,Diesel,Individual,Manual,First Owner,13,Chevrolet,9230.76923076923
Maruti Ignis 1.2 Alpha BSIV,2017,9161,Petrol,Individual,Manual,First Owner,8,Maruti,1145.125
Hyundai Verna CRDi 1.6 SX Option,2019,100000,Diesel,Individual,Manual,First Owner,6,Hyundai,16666.666666666668
Hyundai Santro Xing GLS,2008,85000,Petrol,Individual,Manual,First Owner,17,Hyundai,5000.0
Fiat Grande Punto Active (Diesel),2009,95000,Diesel,Individual,Manual,Second Owner,16,Fiat,5937.5
Mahindra Verito 1.5 D2 BSIV,2015,70000,Diesel,Individual,Manual,Second Owner,10,Mahindra,7000.0
Skoda Laura Ambiente 2.0 TDI CR MT,2010,100000,Diesel,Individual,Manual,Second Owner,15,Skoda,6666.666666666667
Toyota Innova 2.5 V Diesel 8-seater,2009,350000,Diesel,Individual,Manual,First Owner,16,Toyota,21875.0
Maruti Celerio VDi,2016,90000,Diesel,Individual,Manual,Third Owner,9,Maruti,10000.0
Maruti Alto K10 2010-2014 VXI,2010,80000,Petrol,Individual,Manual,Second Owner,15,Maruti,5333.333333333333
Tata Indica GLS BS IV,2008,60000,Petrol,Individual,Manual,First Owner,17,Tata,3529.4117647058824
Hyundai i20 Sportz 1.2,2017,11114,Petrol,Dealer,Manual,First Owner,8,Hyundai,1389.25
Maruti Swift VDI,2013,80000,Diesel,Individual,Manual,Third Owner,12,Maruti,6666.666666666667
Maruti Ritz VDI (ABS) BS IV,2013,40000,Diesel,Individual,Manual,First Owner,12,Maruti,3333.3333333333335
Mahindra TUV 300 T4 Plus,2017,60000,Diesel,Individual,Manual,First Owner,8,Mahindra,7500.0
Maruti Eeco 5 Seater AC BSIV,2018,20000,Petrol,Individual,Manual,First Owner,7,Maruti,2857.1428571428573
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,70000,Diesel,Individual,Automatic,Second Owner,14,Mahindra,5000.0
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,58000,Diesel,Dealer,Manual,Second Owner,11,Mahindra,5272.727272727273
Hyundai Grand i10 CRDi Sportz,2015,80000,Diesel,Individual,Manual,First Owner,10,Hyundai,8000.0
Maruti Swift 1.3 VXI ABS,2015,24600,Petrol,Dealer,Manual,First Owner,10,Maruti,2460.0
Hyundai Santro Xing XG eRLX Euro III,2006,120000,Petrol,Individual,Manual,Third Owner,19,Hyundai,6315.789473684211
Hyundai i20 Active S Petrol,2016,55838,Petrol,Dealer,Manual,First Owner,9,Hyundai,6204.222222222223
Tata New Safari DICOR 2.2 EX 4x2,2010,120000,Diesel,Individual,Manual,Second Owner,15,Tata,8000.0
Tata Venture EX,2012,80000,Diesel,Individual,Manual,First Owner,13,Tata,6153.846153846154
Honda Amaze S i-Dtech,2014,69000,Diesel,Dealer,Manual,First Owner,11,Honda,6272.727272727273
Honda Amaze VX i-VTEC,2018,13500,Petrol,Dealer,Manual,First Owner,7,Honda,1928.571428571429
Honda BR-V i-VTEC VX MT,2017,36000,Petrol,Dealer,Manual,First Owner,8,Honda,4500.0
Mahindra Scorpio 1.99 S4,2016,60000,Diesel,Individual,Manual,First Owner,9,Mahindra,6666.666666666667
Tata Indica Vista TDI LX,2011,120000,Diesel,Individual,Manual,Second Owner,14,Tata,8571.42857142857
Maruti Wagon R LXI,2005,70000,Petrol,Individual,Manual,Second Owner,20,Maruti,3500.0
Maruti Ertiga 1.5 VDI,2019,15000,Diesel,Individual,Manual,First Owner,6,Maruti,2500.0
Maruti Swift Dzire VDI,2019,35000,Diesel,Individual,Manual,First Owner,6,Maruti,5833.333333333333
Mahindra Xylo H4,2019,15000,Diesel,Individual,Manual,Third Owner,6,Mahindra,2500.0
Mahindra TUV 300 T8,2017,80000,Diesel,Individual,Manual,First Owner,8,Mahindra,10000.0
Tata Harrier XZ BSIV,2019,10000,Diesel,Individual,Manual,First Owner,6,Tata,1666.6666666666667
Mahindra Scorpio SLE BSIII,2010,185000,Diesel,Individual,Manual,First Owner,15,Mahindra,12333.333333333334
Hyundai i20 1.2 Asta Option,2017,65000,Petrol,Individual,Manual,First Owner,8,Hyundai,8125.0
Maruti Swift VDI BSIV,2016,70000,Diesel,Individual,Manual,First Owner,9,Maruti,7777.777777777777
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,15000,Diesel,Individual,Automatic,First Owner,12,Mercedes-Benz,1250.0
Maruti Ertiga VXI,2014,25000,Petrol,Individual,Manual,First Owner,11,Maruti,2272.7272727272725
Tata Indica GLS BS IV,2007,50000,Petrol,Individual,Manual,Second Owner,18,Tata,2777.777777777778
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,10,Maruti,4597.4
Hyundai Elantra 2.0 SX AT,2018,10000,Petrol,Individual,Automatic,First Owner,7,Hyundai,1428.571428571429
Hyundai Santro LP zipPlus,2002,70000,Petrol,Individual,Manual,Second Owner,23,Hyundai,3043.478260869565
Hyundai i20 1.4 Magna Executive,2013,52000,Diesel,Dealer,Manual,First Owner,12,Hyundai,4333.333333333333
Hyundai Santro GLS I - Euro I,1999,120000,Petrol,Individual,Manual,Second Owner,26,Hyundai,4615.384615384615
Mahindra Renault Logan 1.5 DLX Diesel,2007,90000,Diesel,Individual,Manual,Third Owner,18,Mahindra,5000.0
Maruti Swift Dzire ZDI,2015,135000,Diesel,Individual,Manual,First Owner,10,Maruti,13500.0
Honda City i DTec V,2017,50000,Diesel,Individual,Manual,First Owner,8,Honda,6250.0
Nissan Terrano XL 110 PS,2013,80000,Diesel,Individual,Manual,First Owner,12,Nissan,6666.666666666667
Chevrolet Cruze LTZ,2010,81925,Diesel,Individual,Manual,First Owner,15,Chevrolet,5461.666666666667
Mahindra Supro VX 8 Str,2017,160000,Diesel,Individual,Manual,First Owner,8,Mahindra,20000.0
Skoda Rapid 1.5 TDI Ambition BSIV,2018,2650,Diesel,Dealer,Manual,First Owner,7,Skoda,378.57142857142856
Mahindra Scorpio VLX 2WD BSIII,2008,120000,Diesel,Individual,Manual,First Owner,17,Mahindra,7058.823529411765
Tata Indica Vista Aqua TDI BSIII,2009,30000,Diesel,Individual,Manual,First Owner,16,Tata,1875.0
Maruti Alto 800 LXI,2014,25000,Petrol,Individual,Manual,Second Owner,11,Maruti,2272.7272727272725
Hyundai Santro GLS I - Euro I,2001,60000,Petrol,Individual,Manual,Third Owner,24,Hyundai,2500.0
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,55000,Diesel,Dealer,Manual,First Owner,8,Hyundai,6875.0
Maruti Alto K10 VXI,2016,40000,Petrol,Individual,Manual,First Owner,9,Maruti,4444.444444444444
Maruti Swift VDI,2016,47000,Diesel,Dealer,Manual,First Owner,9,Maruti,5222.222222222223
Datsun GO Plus T Option BSIV,2015,21000,Petrol,Individual,Manual,First Owner,10,Datsun,2100.0
Renault Duster 110PS Diesel RxZ Plus,2012,70000,Diesel,Individual,Manual,Second Owner,13,Renault,5384.615384615385
Hyundai i20 Active 1.2 SX,2016,30000,Petrol,Individual,Manual,First Owner,9,Hyundai,3333.3333333333335
Tata Indica Vista Quadrajet LX,2012,80000,Diesel,Individual,Manual,Third Owner,13,Tata,6153.846153846154
Fiat Grande Punto EVO 1.3 Active,2014,120000,Diesel,Individual,Manual,Second Owner,11,Fiat,10909.09090909091
Renault Duster 85PS Diesel RxL Optional,2012,160000,Diesel,Individual,Manual,First Owner,13,Renault,12307.692307692309
Volkswagen Ameo 1.5 TDI Highline,2017,56000,Diesel,Dealer,Manual,First Owner,8,Volkswagen,7000.0
Mahindra XUV500 W8 2WD,2013,85036,Diesel,Dealer,Manual,Second Owner,12,Mahindra,7086.333333333333
Tata Indigo LX Dicor,2009,50000,Diesel,Individual,Manual,First Owner,16,Tata,3125.0
Hyundai EON 1.0 Era Plus,2014,65000,Petrol,Dealer,Manual,First Owner,11,Hyundai,5909.090909090909
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,110000,Diesel,Individual,Manual,Second Owner,13,Toyota,8461.538461538461
Maruti Baleno Zeta 1.2,2016,15000,Petrol,Individual,Manual,First Owner,9,Maruti,1666.6666666666667
Hyundai i20 1.2 Spotz,2017,38000,Petrol,Individual,Manual,Second Owner,8,Hyundai,4750.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,40000,Diesel,Individual,Manual,First Owner,8,Mahindra,5000.0
Maruti Celerio VXI,2015,35000,Petrol,Individual,Manual,First Owner,10,Maruti,3500.0
Ford Fiesta 1.6 ZXi Leather,2006,83411,Petrol,Individual,Manual,First Owner,19,Ford,4390.0526315789475
Volkswagen Vento Diesel Highline,2011,120000,Diesel,Individual,Manual,Second Owner,14,Volkswagen,8571.42857142857
Hyundai Santro Xing GLS,2013,30000,Petrol,Individual,Manual,First Owner,12,Hyundai,2500.0
Tata Hexa XM,2018,17000,Diesel,Individual,Manual,First Owner,7,Tata,2428.5714285714284
Maruti Wagon R VXI BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,15,Maruti,3333.3333333333335
Nissan Sunny Diesel XL,2013,90000,Diesel,Individual,Manual,Second Owner,12,Nissan,7500.0
Hyundai EON Magna Optional,2015,22000,Petrol,Individual,Manual,First Owner,10,Hyundai,2200.0
Hyundai Santro Sportz BSIV,2019,10000,Petrol,Individual,Manual,First Owner,6,Hyundai,1666.6666666666667
Ford Fusion 1.6 Duratec Petrol,2005,100000,Petrol,Individual,Manual,Third Owner,20,Ford,5000.0
Nissan Terrano XL Plus 85 PS,2015,70000,Diesel,Individual,Manual,First Owner,10,Nissan,7000.0
Mahindra Bolero SLX,2008,100000,Diesel,Individual,Manual,First Owner,17,Mahindra,5882.35294117647
Audi A8 4.2 TDI,2013,49000,Diesel,Dealer,Automatic,First Owner,12,Audi,4083.3333333333335
Maruti 800 AC Uniq,2009,30000,Petrol,Individual,Manual,Second Owner,16,Maruti,1875.0
Maruti Wagon R VXI,2016,23000,Petrol,Dealer,Manual,Second Owner,9,Maruti,2555.5555555555557
Honda City V MT,2018,14500,Petrol,Dealer,Manual,First Owner,7,Honda,2071.4285714285716
Hyundai Accent CRDi,2002,100000,Diesel,Individual,Manual,Third Owner,23,Hyundai,4347.826086956522
Maruti Swift Dzire AMT VDI,2017,25000,Diesel,Individual,Automatic,First Owner,8,Maruti,3125.0
Hyundai Santro Sportz BSIV,2020,5000,Petrol,Individual,Manual,First Owner,5,Hyundai,1000.0
Maruti Celerio VXI,2016,20194,Petrol,Dealer,Manual,First Owner,9,Maruti,2243.777777777778
Maruti Ritz VDi,2011,90000,Diesel,Individual,Manual,Second Owner,14,Maruti,6428.571428571428
Hyundai Grand i10 Sportz,2016,25000,Petrol,Individual,Manual,First Owner,9,Hyundai,2777.777777777778
Hyundai Santro GLS I - Euro I,2005,60000,Petrol,Individual,Manual,First Owner,20,Hyundai,3000.0
Maruti Swift Dzire ZDI,2014,70000,Diesel,Individual,Manual,First Owner,11,Maruti,6363.636363636364
Tata Nano XM,2015,60000,Petrol,Individual,Manual,Second Owner,10,Tata,6000.0
Chevrolet Beat Diesel LT,2012,40000,Diesel,Individual,Manual,First Owner,13,Chevrolet,3076.923076923077
Hyundai EON Magna Plus,2018,30000,Petrol,Individual,Manual,First Owner,7,Hyundai,4285.714285714285
Maruti S-Cross Zeta DDiS 200 SH,2018,20000,Diesel,Individual,Manual,First Owner,7,Maruti,2857.1428571428573
Tata Manza Aura Safire,2010,50000,Petrol,Individual,Manual,First Owner,15,Tata,3333.3333333333335
Hyundai Xcent 1.1 CRDi Base,2017,80000,Diesel,Individual,Manual,First Owner,8,Hyundai,10000.0
Maruti Wagon R LXI Minor,2009,76000,Petrol,Individual,Manual,Second Owner,16,Maruti,4750.0
Hyundai Creta 1.4 EX Diesel,2020,10000,Diesel,Individual,Manual,First Owner,5,Hyundai,2000.0
Chevrolet Beat PS,2016,25000,Petrol,Individual,Manual,First Owner,9,Chevrolet,2777.777777777778
Maruti Swift VDI BSIV,2015,100000,Diesel,Individual,Manual,Third Owner,10,Maruti,10000.0
Tata Indica Vista Aqua TDI BSIII,2008,90000,Diesel,Individual,Manual,First Owner,17,Tata,5294.117647058823
Hyundai i20 Asta 1.4 CRDi,2013,90000,Diesel,Individual,Manual,First Owner,12,Hyundai,7500.0
Hyundai i20 Magna 1.4 CRDi,2014,80000,Diesel,Individual,Manual,Second Owner,11,Hyundai,7272.727272727273
Ford Freestyle Titanium Plus Diesel BSIV,2018,26000,Diesel,Dealer,Manual,First Owner,7,Ford,3714.285714285714
Tata Zest Quadrajet 1.3 75PS XE,2015,100000,Diesel,Individual,Manual,Second Owner,10,Tata,10000.0
Honda City VX CVT,2015,58000,Petrol,Dealer,Automatic,First Owner,10,Honda,5800.0
Maruti Swift VDI BSIV,2015,60000,Diesel,Individual,Manual,Third Owner,10,Maruti,6000.0
Maruti Ritz LDi,2016,90000,Diesel,Individual,Manual,Second Owner,9,Maruti,10000.0
Hyundai Verna 1.6 SX VTVT (O),2014,50000,Petrol,Individual,Manual,Second Owner,11,Hyundai,4545.454545454545
Mahindra KUV 100 G80 K2,2018,5000,Petrol,Individual,Manual,First Owner,7,Mahindra,714.2857142857143
Maruti Swift 1.3 VXi,2005,118400,Petrol,Individual,Manual,First Owner,20,Maruti,5920.0
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,15000,Petrol,Individual,Manual,First Owner,8,Hyundai,1875.0
BMW X1 sDrive20d,2011,86000,Diesel,Individual,Automatic,Second Owner,14,BMW,6142.857142857143
Mahindra Scorpio S10 7 Seater,2014,90000,Diesel,Individual,Manual,First Owner,11,Mahindra,8181.818181818182
Maruti Swift 1.3 VXi,2005,80000,Petrol,Individual,Manual,First Owner,20,Maruti,4000.0
Ford Figo Diesel Titanium,2011,110000,Diesel,Individual,Manual,Second Owner,14,Ford,7857.142857142857
Renault Duster 85PS Diesel RxL Optional,2013,120000,Diesel,Individual,Manual,First Owner,12,Renault,10000.0
Renault KWID 1.0 RXL,2018,50852,Petrol,Individual,Manual,First Owner,7,Renault,7264.571428571428
Maruti Wagon R VXI AMT,2017,19890,Petrol,Dealer,Automatic,First Owner,8,Maruti,2486.25
Hyundai Grand i10 Asta,2014,31491,Petrol,Individual,Manual,First Owner,11,Hyundai,2862.818181818182
Nissan Terrano XL Plus 85 PS,2014,80000,Diesel,Individual,Manual,Second Owner,11,Nissan,7272.727272727273
Maruti Swift Vdi BSIII,2008,175000,Diesel,Individual,Manual,Second Owner,17,Maruti,10294.117647058823
Maruti Swift Dzire LDi,2012,120000,Diesel,Individual,Manual,Second Owner,13,Maruti,9230.76923076923
Skoda Superb LK 1.8 TSI AT,2012,60000,Petrol,Dealer,Automatic,First Owner,13,Skoda,4615.384615384615
Mahindra Scorpio REV 116,2006,220000,Petrol,Individual,Manual,Second Owner,19,Mahindra,11578.947368421052
Renault Pulse RxZ,2017,22000,Diesel,Dealer,Manual,First Owner,8,Renault,2750.0
Ford Figo Diesel ZXI,2011,108000,Diesel,Individual,Manual,Second Owner,14,Ford,7714.285714285715
Maruti Alto 800 LXI,2018,17000,Petrol,Individual,Manual,First Owner,7,Maruti,2428.5714285714284
Hyundai Xcent 1.1 CRDi S,2016,175000,Diesel,Individual,Manual,First Owner,9,Hyundai,19444.444444444445
Honda Amaze VX O iDTEC,2017,12997,Diesel,Dealer,Manual,First Owner,8,Honda,1624.625
Tata Indica Vista Aqua 1.4 TDI,2010,90000,Diesel,Individual,Manual,Second Owner,15,Tata,6000.0
Honda City i DTec SV,2014,27483,Diesel,Dealer,Manual,First Owner,11,Honda,2498.4545454545455
Ford Figo Diesel EXI,2011,55130,Diesel,Dealer,Manual,Second Owner,14,Ford,3937.857142857142
Hyundai Verna 1.6 VTVT S,2015,30000,Petrol,Individual,Manual,First Owner,10,Hyundai,3000.0
Maruti Ertiga SHVS ZDI Plus,2017,40000,Diesel,Individual,Manual,First Owner,8,Maruti,5000.0
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,90000,LPG,Individual,Manual,Second Owner,16,Maruti,5625.0
Hyundai Verna 1.6 CRDI SX Option,2016,75000,Diesel,Individual,Manual,First Owner,9,Hyundai,8333.333333333334
Honda City 1.5 S MT,2009,120000,Petrol,Individual,Manual,Second Owner,16,Honda,7500.0
Hyundai Santro AT,2006,66000,Petrol,Individual,Automatic,Second Owner,19,Hyundai,3473.684210526316
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,120000,Diesel,Individual,Manual,Second Owner,20,Toyota,6000.0
Maruti Alto LX,2007,52000,Petrol,Individual,Manual,Second Owner,18,Maruti,2888.8888888888887
Hyundai i20 Sportz 1.4 CRDi,2014,110000,Diesel,Individual,Manual,Second Owner,11,Hyundai,10000.0
BMW 5 Series 520d Luxury Line,2019,12999,Diesel,Dealer,Automatic,First Owner,6,BMW,2166.5
